stationid,neighborhood,borough,zipcode,station_name,latitude,longitude,count
350,Manhattan Community Board 3,Manhattan,10002,Clinton St & Grand St,40.71559509,-73.9870295,130
331,Manhattan Community Board 3,Manhattan,10002,Pike St & Monroe St,40.71173107,-73.99193043,62
267,Garment District,Manhattan,,Broadway & W 36 St,40.75097711,-73.98765428,125
373,Clinton Hill,Brooklyn,11205,Willoughby Ave & Walworth St,40.69331716,-73.95381995,32
465,Garment District,Manhattan,,Broadway & W 41 St,40.75513557,-73.98658032,191
279,Brooklyn Navy Yard,Brooklyn,11201,Sands St & Gold St,40.69986937,-73.98271933,29
261,Brooklyn Navy Yard,Brooklyn,11201,Johnson St & Gold St,40.69474881,-73.98362464,60
412,Manhattan Community Board 3,Manhattan,10002,Forsyth St & Canal St,40.7158155,-73.99422366,127
546,Manhattan Community Board 5,Manhattan,10016,E 30 St & Park Ave S,40.74444921,-73.98303529,174
2010,Manhattan Community Board 2,Manhattan,10013,Grand St & Greene St,40.72165481,-74.00234737,135
533,Garment District,Manhattan,,Broadway & W 39 St,40.75299641,-73.98721619,96
421,,Brooklyn,11205,Clermont Ave & Park Ave,40.69573398,-73.97129668,23
241,,Brooklyn,11221,DeKalb Ave & S Portland Ave,40.68981035,-73.97493121,53
408,Manhattan Community Board 3,Manhattan,10002,Market St & Cherry St,40.71076228,-73.99400398,62
