,start_hour,age,trip_minutes,clusters
38078,17,36.0,3,1
38079,2,31.0,3,2
38080,21,46.0,4,1
38081,15,46.0,5,3
38082,17,34.0,8,1
38083,11,30.0,32,0
38084,16,59.0,12,3
38085,18,43.0,16,1
38086,10,45.0,9,2
38087,16,36.0,1,1
38088,22,32.0,12,1
38089,15,24.0,17,1
38090,19,44.0,4,1
38091,14,36.0,5,1
38092,14,36.0,24,0
38093,15,44.0,6,3
38094,20,59.0,6,3
38095,16,32.0,10,1
38096,15,24.0,18,1
38097,17,38.0,15,1
38098,19,38.0,2,1
38099,17,47.0,10,3
38100,15,27.0,9,1
38101,8,39.0,20,2
38102,14,26.0,22,0
38103,12,40.0,6,2
38104,22,30.0,19,1
38105,18,26.0,16,1
38106,10,31.0,6,2
38107,17,45.0,17,3
38108,8,36.0,4,2
38109,9,42.0,14,2
38110,15,62.0,18,3
38111,13,36.0,13,2
38112,16,48.0,3,3
38113,23,50.0,7,3
38114,12,50.0,5,3
38115,6,26.0,12,2
38116,14,45.0,13,3
38117,8,24.0,21,2
38118,0,36.0,20,2
38119,0,34.0,3,2
38120,18,34.0,22,0
38121,13,32.0,13,2
38122,9,33.0,15,2
38123,19,63.0,31,3
38124,17,47.0,31,0
38125,8,40.0,15,2
38126,19,38.0,8,1
38127,7,30.0,3,2
38128,10,39.0,10,2
38129,13,77.0,19,3
38130,18,30.0,21,1
38131,18,36.0,14,1
38132,18,23.0,22,1
38133,8,44.0,13,2
38134,16,36.0,18,1
38135,17,33.0,16,1
38136,12,42.0,6,2
38137,8,36.0,15,2
38138,23,39.0,5,1
38139,7,33.0,31,0
38140,17,30.0,10,1
38141,18,36.0,16,1
38142,17,49.0,13,3
38143,16,34.0,15,1
38144,3,28.0,4,2
38145,11,36.0,4,2
38146,13,54.0,20,3
38147,17,36.0,17,1
38148,17,53.0,16,3
38149,12,41.0,7,2
38150,6,29.0,7,2
38151,21,34.0,12,1
38152,17,36.0,12,1
38153,7,33.0,10,2
38154,17,32.0,9,1
38155,17,27.0,7,1
38156,18,46.0,5,3
38157,15,36.0,30,0
38158,8,28.0,17,2
38159,16,36.0,13,1
38160,19,51.0,12,3
38161,17,34.0,8,1
38162,16,32.0,3,1
38163,9,30.0,8,2
38164,20,45.0,9,1
38165,18,26.0,21,1
38166,7,40.0,5,2
38167,16,50.0,16,3
38168,9,37.0,18,2
38169,18,44.0,44,0
38170,13,36.0,17,2
38171,1,24.0,3,2
38172,10,42.0,9,2
38173,19,46.0,19,3
38174,8,33.0,11,2
38175,4,36.0,41,0
38176,10,41.0,9,2
38177,19,36.0,24,0
38178,7,49.0,10,3
38179,14,30.0,5,1
38180,16,54.0,9,3
38181,19,26.0,7,1
38182,17,43.0,7,1
38183,15,37.0,8,1
38184,18,36.0,26,0
38185,12,48.0,7,3
38186,8,45.0,7,2
38187,11,34.0,5,2
38188,17,34.0,22,0
38189,14,36.0,10,1
38190,18,52.0,7,3
38191,8,36.0,19,2
38192,8,38.0,9,2
38193,17,45.0,21,0
38194,15,57.0,8,3
38195,15,31.0,14,1
38196,10,60.0,10,3
38197,11,32.0,39,0
38198,13,31.0,7,2
38199,13,36.0,32,0
38200,18,34.0,8,1
38201,14,44.0,5,3
38202,20,26.0,7,1
38203,18,31.0,9,1
38204,18,39.0,7,1
38205,18,37.0,5,1
38206,9,43.0,13,2
38207,8,48.0,12,3
38208,17,32.0,14,1
38209,16,36.0,20,0
38210,8,30.0,9,2
38211,21,23.0,9,1
38212,21,29.0,6,1
38213,13,47.0,5,3
38214,15,53.0,12,3
38215,7,31.0,6,2
38216,19,63.0,15,3
38217,21,26.0,23,1
38218,12,30.0,4,2
38219,18,53.0,6,3
38220,20,40.0,9,1
38221,18,53.0,9,3
38222,12,33.0,6,2
38223,18,36.0,5,1
38224,20,31.0,5,1
38225,19,30.0,11,1
38226,22,54.0,9,3
38227,7,65.0,4,3
38228,16,22.0,7,1
38229,19,37.0,13,1
38230,10,36.0,10,2
38231,16,41.0,8,1
38232,20,32.0,15,1
38233,10,48.0,16,3
38234,23,27.0,5,1
38235,8,28.0,23,2
38236,16,36.0,20,0
38237,19,52.0,9,3
38238,17,34.0,10,1
38239,8,36.0,4,2
38240,18,45.0,21,0
38241,14,23.0,6,1
38242,12,49.0,6,3
38243,19,29.0,29,0
38244,17,32.0,5,1
38245,12,31.0,15,2
38246,9,42.0,2,2
38247,10,62.0,10,3
38248,12,36.0,42,0
38249,13,31.0,10,2
38250,22,33.0,1,1
38251,18,32.0,20,1
38252,22,45.0,4,1
38253,13,34.0,5,2
38254,9,32.0,5,2
38255,6,43.0,27,0
38256,7,25.0,7,2
38257,18,31.0,15,1
38258,18,53.0,3,3
38259,10,36.0,34,0
38260,18,36.0,44,0
38261,18,33.0,6,1
38262,15,26.0,1,1
38263,10,64.0,4,3
38264,13,51.0,16,3
38265,18,44.0,9,1
38266,13,57.0,6,3
38267,16,36.0,12,1
38268,14,55.0,8,3
38269,11,36.0,16,2
38270,17,36.0,18,1
38271,14,36.0,4,1
38272,7,54.0,19,3
38273,18,60.0,13,3
38274,23,40.0,7,1
38275,18,31.0,11,1
38276,15,36.0,9,1
38277,6,55.0,7,3
38278,7,44.0,11,2
38279,9,31.0,19,2
38280,10,39.0,4,2
38281,8,42.0,5,2
38282,8,24.0,4,2
38283,15,36.0,44,0
38284,15,33.0,9,1
38285,15,36.0,44,0
38286,18,36.0,26,0
38287,16,49.0,23,0
38288,17,32.0,6,1
38289,20,52.0,27,0
38290,17,29.0,10,1
38291,23,43.0,10,1
38292,14,73.0,10,3
38293,20,21.0,5,1
38294,9,59.0,9,3
38295,13,35.0,9,2
38296,17,46.0,15,3
38297,14,29.0,6,1
38298,12,32.0,12,2
38299,9,45.0,4,2
38300,11,36.0,44,0
38301,17,36.0,7,1
38302,8,44.0,15,2
38303,13,34.0,13,2
38304,14,36.0,44,0
38305,17,35.0,17,1
38306,12,38.0,15,2
38307,8,56.0,20,3
38308,17,48.0,20,3
38309,7,38.0,38,0
38310,10,31.0,16,2
38311,11,47.0,6,3
38312,12,41.0,17,2
38313,9,41.0,3,2
38314,17,39.0,3,1
38315,16,36.0,3,1
38316,21,31.0,6,1
38317,18,31.0,8,1
38318,12,28.0,6,2
38319,14,36.0,15,1
38320,19,55.0,20,3
38321,5,34.0,3,2
38322,15,36.0,18,1
38323,11,36.0,23,0
38324,12,28.0,5,2
38325,10,52.0,5,3
38326,13,49.0,2,3
38327,15,36.0,26,0
38328,14,36.0,38,0
38329,19,27.0,4,1
38330,21,29.0,16,1
38331,10,36.0,23,0
38332,17,30.0,18,1
38333,16,41.0,22,0
38334,6,53.0,12,3
38335,19,66.0,8,3
38336,11,34.0,6,2
38337,17,38.0,29,0
38338,14,34.0,15,1
38339,14,31.0,1,1
38340,10,34.0,6,2
38341,18,46.0,15,3
38342,9,28.0,5,2
38343,18,37.0,3,1
38344,15,24.0,17,1
38345,7,48.0,11,2
38346,5,46.0,9,2
38347,13,36.0,8,2
38348,15,36.0,22,0
38349,22,45.0,8,1
38350,12,59.0,6,3
38351,10,25.0,13,2
38352,9,32.0,6,2
38353,8,61.0,4,3
38354,15,48.0,6,3
38355,18,27.0,7,1
38356,17,38.0,16,1
38357,17,47.0,12,3
38358,0,39.0,10,2
38359,13,27.0,6,2
38360,9,36.0,8,2
38361,19,38.0,14,1
38362,15,27.0,7,1
38363,23,29.0,2,1
38364,9,51.0,19,3
38365,7,41.0,10,2
38366,11,57.0,3,3
38367,11,26.0,3,2
38368,21,36.0,15,1
38369,20,43.0,21,0
38370,13,45.0,10,3
38371,11,36.0,10,2
38372,15,33.0,8,1
38373,11,30.0,2,2
38374,20,26.0,12,1
38375,8,36.0,28,0
38376,15,44.0,11,3
38377,18,26.0,26,0
38378,17,36.0,34,0
38379,22,43.0,16,1
38380,18,26.0,34,0
38381,21,49.0,11,3
38382,12,35.0,11,2
38383,18,27.0,16,1
38384,23,33.0,27,0
38385,18,32.0,26,0
38386,13,36.0,35,0
38387,17,36.0,5,1
38388,17,30.0,8,1
38389,17,50.0,39,0
38390,16,36.0,25,0
38391,18,28.0,4,1
38392,17,29.0,3,1
38393,13,36.0,9,2
38394,10,23.0,16,2
38395,1,24.0,5,2
38396,21,58.0,20,3
38397,8,25.0,10,2
38398,19,36.0,15,1
38399,13,28.0,15,2
38400,16,33.0,7,1
38401,11,64.0,15,3
38402,16,36.0,41,0
38403,13,44.0,3,3
38404,15,40.0,26,0
38405,17,42.0,44,0
38406,17,26.0,35,0
38407,21,34.0,5,1
38408,17,38.0,19,1
38409,16,32.0,18,1
38410,1,34.0,8,2
38411,9,54.0,2,3
38412,14,30.0,1,1
38413,1,31.0,3,2
38414,18,31.0,4,1
38415,15,39.0,5,1
38416,15,32.0,11,1
38417,12,58.0,4,3
38418,12,36.0,8,2
38419,18,53.0,11,3
38420,19,35.0,18,1
38421,9,43.0,9,2
38422,18,31.0,10,1
38423,13,42.0,6,3
38424,13,29.0,16,2
38425,14,37.0,14,1
38426,16,32.0,10,1
38427,23,23.0,14,1
38428,10,31.0,9,2
38429,14,48.0,21,3
38430,18,30.0,17,1
38431,15,36.0,25,0
38432,13,21.0,9,2
38433,9,36.0,44,0
38434,6,47.0,11,2
38435,22,32.0,23,1
38436,16,29.0,7,1
38437,13,38.0,8,2
38438,17,24.0,22,1
38439,14,30.0,2,1
38440,19,46.0,19,3
38441,15,36.0,25,0
38442,14,32.0,8,1
38443,12,36.0,21,0
38444,17,27.0,8,1
38445,20,36.0,13,1
38446,19,32.0,8,1
38447,19,47.0,8,3
38448,21,36.0,44,0
38449,16,32.0,15,1
38450,16,47.0,33,0
38451,22,28.0,11,1
38452,22,36.0,14,1
38453,16,25.0,7,1
38454,13,36.0,44,0
38455,20,29.0,34,0
38456,12,36.0,13,2
38457,8,44.0,5,2
38458,22,45.0,15,1
38459,16,30.0,12,1
38460,7,36.0,26,0
38461,15,31.0,27,0
38462,15,27.0,13,1
38463,14,51.0,14,3
38464,14,32.0,24,0
38465,21,34.0,3,1
38466,15,34.0,5,1
38467,11,36.0,24,0
38468,19,42.0,13,1
38469,9,30.0,16,2
38470,18,37.0,10,1
38471,7,55.0,7,3
38472,10,26.0,11,2
38473,12,45.0,9,3
38474,9,30.0,17,2
38475,10,32.0,44,0
38476,8,47.0,4,2
38477,14,30.0,4,1
38478,18,20.0,23,1
38479,13,42.0,14,3
38480,15,68.0,12,3
38481,14,28.0,12,1
38482,9,44.0,14,2
38483,8,39.0,7,2
38484,15,36.0,1,1
38485,15,37.0,20,0
38486,23,31.0,10,1
38487,15,41.0,20,0
38488,10,47.0,3,3
38489,15,36.0,15,1
38490,12,33.0,16,2
38491,19,39.0,16,1
38492,10,61.0,5,3
38493,18,44.0,9,1
38494,16,36.0,23,0
38495,14,49.0,8,3
38496,20,41.0,5,1
38497,15,40.0,6,1
38498,23,19.0,4,1
38499,11,42.0,7,2
38500,17,31.0,3,1
38501,14,27.0,18,1
38502,7,62.0,5,3
38503,17,33.0,6,1
38504,9,43.0,6,2
38505,23,24.0,16,1
38506,6,29.0,16,2
38507,9,29.0,12,2
38508,12,36.0,16,2
38509,18,31.0,10,1
38510,16,35.0,18,1
38511,18,38.0,41,0
38512,17,36.0,8,1
38513,13,34.0,10,2
38514,22,40.0,2,1
38515,14,30.0,3,1
38516,23,36.0,14,1
38517,15,38.0,8,1
38518,22,58.0,3,3
38519,19,31.0,6,1
38520,12,33.0,11,2
38521,0,29.0,9,2
38522,17,45.0,9,3
38523,8,49.0,7,3
38524,17,41.0,10,1
38525,8,36.0,44,0
38526,16,48.0,36,0
38527,15,30.0,3,1
38528,19,36.0,26,0
38529,3,37.0,4,2
38530,18,33.0,16,1
38531,16,70.0,5,3
38532,15,23.0,5,1
38533,6,36.0,17,2
38534,12,36.0,13,2
38535,15,47.0,14,3
38536,15,29.0,6,1
38537,16,25.0,11,1
38538,7,57.0,2,3
38539,17,36.0,9,1
38540,18,38.0,11,1
38541,20,59.0,19,3
38542,17,47.0,18,3
38543,8,26.0,9,2
38544,13,26.0,8,2
38545,18,29.0,8,1
38546,15,36.0,16,1
38547,14,41.0,15,1
38548,21,37.0,2,1
38549,19,28.0,8,1
38550,9,37.0,16,2
38551,12,44.0,6,3
38552,18,29.0,4,1
38553,13,33.0,44,0
38554,10,44.0,3,2
38555,18,46.0,7,3
38556,1,33.0,9,2
38557,17,37.0,4,1
38558,13,34.0,8,2
38559,19,33.0,14,1
38560,16,31.0,10,1
38561,17,26.0,5,1
38562,6,54.0,10,3
38563,10,36.0,5,2
38564,20,36.0,16,1
38565,18,39.0,4,1
38566,5,32.0,5,2
38567,18,29.0,8,1
38568,18,28.0,2,1
38569,22,31.0,6,1
38570,21,35.0,6,1
38571,22,29.0,4,1
38572,18,48.0,2,3
38573,13,54.0,5,3
38574,18,39.0,12,1
38575,11,36.0,18,2
38576,21,48.0,10,3
38577,13,36.0,14,2
38578,19,36.0,44,0
38579,11,32.0,3,2
38580,9,48.0,12,3
38581,17,23.0,8,1
38582,15,36.0,5,1
38583,11,36.0,20,2
38584,9,26.0,8,2
38585,14,43.0,4,3
38586,17,55.0,7,3
38587,11,35.0,15,2
38588,11,47.0,38,0
38589,20,77.0,10,3
38590,17,36.0,14,1
38591,16,34.0,31,0
38592,14,36.0,35,0
38593,9,48.0,10,3
38594,18,31.0,7,1
38595,12,34.0,5,2
38596,15,56.0,19,3
38597,13,41.0,44,0
38598,18,23.0,17,1
38599,13,33.0,11,2
38600,9,36.0,14,2
38601,12,32.0,14,2
38602,19,45.0,9,1
38603,19,43.0,9,1
38604,10,44.0,3,2
38605,16,41.0,25,0
38606,8,52.0,19,3
38607,18,58.0,13,3
38608,13,41.0,16,2
38609,10,33.0,11,2
38610,17,39.0,11,1
38611,15,38.0,13,1
38612,14,36.0,44,0
38613,17,36.0,23,0
38614,20,32.0,25,0
38615,18,44.0,8,1
38616,15,46.0,21,0
38617,7,47.0,6,2
38618,20,37.0,24,0
38619,12,25.0,9,2
38620,0,36.0,9,2
38621,13,24.0,6,2
38622,10,44.0,12,2
38623,21,37.0,18,1
38624,21,36.0,27,0
38625,8,24.0,14,2
38626,14,40.0,16,1
38627,15,36.0,22,0
38628,14,28.0,9,1
38629,17,52.0,22,3
38630,9,25.0,11,2
38631,8,56.0,24,3
38632,8,47.0,16,3
38633,8,17.0,3,2
38634,8,50.0,7,3
38635,15,47.0,14,3
38636,22,29.0,8,1
38637,17,45.0,8,3
38638,9,31.0,8,2
38639,16,52.0,7,3
38640,18,36.0,8,1
38641,17,26.0,22,0
38642,23,34.0,4,1
38643,11,47.0,4,3
38644,11,68.0,21,3
38645,14,36.0,26,0
38646,19,36.0,14,1
38647,9,43.0,7,2
38648,19,33.0,32,0
38649,7,37.0,12,2
38650,18,35.0,8,1
38651,22,30.0,29,0
38652,18,45.0,14,1
38653,7,42.0,6,2
38654,17,37.0,13,1
38655,20,62.0,25,3
38656,15,50.0,5,3
38657,18,24.0,22,1
38658,8,31.0,16,2
38659,14,36.0,7,1
38660,7,28.0,4,2
38661,18,29.0,1,1
38662,8,40.0,14,2
38663,15,36.0,39,0
38664,19,29.0,21,1
38665,15,41.0,15,1
38666,15,36.0,26,0
38667,21,30.0,3,1
38668,7,30.0,13,2
38669,15,56.0,6,3
38670,10,36.0,23,0
38671,13,41.0,2,2
38672,17,25.0,5,1
38673,0,26.0,23,2
38674,9,45.0,2,2
38675,9,36.0,44,0
38676,8,33.0,17,2
38677,12,37.0,17,2
38678,18,73.0,30,3
38679,16,34.0,7,1
38680,17,32.0,6,1
38681,19,40.0,40,0
38682,9,25.0,11,2
38683,18,26.0,11,1
38684,10,30.0,16,2
38685,15,65.0,14,3
38686,18,27.0,22,1
38687,15,36.0,30,0
38688,16,36.0,3,1
38689,19,28.0,27,0
38690,9,38.0,7,2
38691,12,35.0,16,2
38692,20,58.0,26,3
38693,21,32.0,12,1
38694,15,48.0,5,3
38695,11,24.0,8,2
38696,14,36.0,26,0
38697,9,36.0,9,2
38698,8,46.0,7,2
38699,22,23.0,8,1
38700,18,35.0,2,1
38701,7,35.0,4,2
38702,1,29.0,3,2
38703,17,36.0,17,1
38704,15,61.0,10,3
38705,17,26.0,18,1
38706,17,35.0,6,1
38707,23,27.0,3,1
38708,11,51.0,6,3
38709,22,45.0,5,1
38710,18,31.0,11,1
38711,14,43.0,5,3
38712,17,34.0,11,1
38713,19,35.0,7,1
38714,8,32.0,6,2
38715,10,31.0,11,2
38716,19,38.0,5,1
38717,21,40.0,17,1
38718,20,24.0,15,1
38719,1,29.0,10,2
38720,7,56.0,6,3
38721,16,38.0,8,1
38722,23,38.0,6,1
38723,8,21.0,18,2
38724,8,53.0,13,3
38725,7,23.0,11,2
38726,18,37.0,24,0
38727,17,59.0,6,3
38728,13,36.0,5,2
38729,8,36.0,10,2
38730,20,52.0,15,3
38731,15,49.0,4,3
38732,20,44.0,12,1
38733,10,42.0,3,2
38734,20,35.0,14,1
38735,14,50.0,4,3
38736,6,31.0,4,2
38737,8,61.0,9,3
38738,8,44.0,15,2
38739,17,36.0,18,1
38740,20,36.0,14,1
38741,14,33.0,11,1
38742,11,41.0,4,2
38743,15,34.0,4,1
38744,20,74.0,20,3
38745,23,49.0,11,1
38746,23,31.0,10,1
38747,17,36.0,12,1
38748,23,33.0,8,1
38749,22,24.0,23,1
38750,13,58.0,6,3
38751,17,36.0,41,0
38752,1,65.0,32,3
38753,16,47.0,11,3
38754,19,36.0,17,1
38755,17,30.0,3,1
38756,19,33.0,15,1
38757,17,32.0,11,1
38758,9,39.0,20,2
38759,6,38.0,10,2
38760,15,36.0,14,1
38761,2,48.0,7,2
38762,18,30.0,22,0
38763,9,38.0,11,2
38764,19,54.0,4,3
38765,19,35.0,4,1
38766,11,54.0,5,3
38767,17,28.0,16,1
38768,13,57.0,6,3
38769,11,36.0,20,2
38770,17,40.0,28,0
38771,8,36.0,44,0
38772,14,53.0,18,3
38773,15,50.0,19,3
38774,15,36.0,6,1
38775,13,40.0,8,2
38776,17,42.0,29,0
38777,10,28.0,12,2
38778,10,36.0,14,2
38779,12,23.0,30,0
38780,18,29.0,6,1
38781,8,33.0,18,2
38782,14,64.0,9,3
38783,14,32.0,11,1
38784,20,27.0,6,1
38785,14,61.0,16,3
38786,20,47.0,24,0
38787,19,32.0,5,1
38788,14,34.0,31,0
38789,8,38.0,5,2
38790,8,51.0,4,3
38791,13,42.0,6,3
38792,12,36.0,42,0
38793,13,36.0,44,0
38794,16,36.0,17,1
38795,21,28.0,11,1
38796,1,28.0,5,2
38797,15,36.0,28,0
38798,16,36.0,8,1
38799,19,26.0,13,1
38800,22,30.0,14,1
38801,11,34.0,24,0
38802,9,58.0,12,3
38803,17,50.0,13,3
38804,15,36.0,23,0
38805,12,36.0,32,0
38806,15,66.0,26,3
38807,20,37.0,5,1
38808,18,45.0,9,1
38809,19,35.0,6,1
38810,12,39.0,15,2
38811,9,35.0,12,2
38812,14,49.0,6,3
38813,15,50.0,11,3
38814,16,49.0,4,3
38815,18,38.0,8,1
38816,7,45.0,15,2
38817,9,33.0,9,2
38818,12,36.0,24,0
38819,7,25.0,7,2
38820,10,36.0,8,2
38821,6,26.0,5,2
38822,21,41.0,14,1
38823,12,36.0,14,2
38824,16,36.0,6,1
38825,23,35.0,10,1
38826,0,35.0,12,2
38827,19,57.0,2,3
38828,16,36.0,22,0
38829,9,24.0,7,2
38830,18,55.0,20,3
38831,16,25.0,11,1
38832,8,31.0,8,2
38833,17,47.0,24,0
38834,18,64.0,13,3
38835,7,43.0,10,2
38836,18,42.0,13,1
38837,16,52.0,26,0
38838,9,53.0,8,3
38839,19,25.0,4,1
38840,13,43.0,8,3
38841,16,36.0,19,1
38842,9,40.0,21,2
38843,16,27.0,5,1
38844,18,44.0,5,1
38845,9,36.0,23,2
38846,12,36.0,7,2
38847,13,38.0,5,2
38848,10,59.0,19,3
38849,14,32.0,10,1
38850,16,36.0,25,0
38851,12,73.0,14,3
38852,8,55.0,5,3
38853,16,36.0,7,1
38854,9,29.0,41,0
38855,16,36.0,29,0
38856,15,43.0,4,3
38857,14,44.0,12,3
38858,6,50.0,4,3
38859,8,25.0,14,2
38860,23,36.0,19,1
38861,20,46.0,3,1
38862,19,37.0,3,1
38863,22,34.0,5,1
38864,18,45.0,5,1
38865,12,39.0,8,2
38866,12,52.0,8,3
38867,12,37.0,20,0
38868,7,26.0,6,2
38869,12,36.0,16,2
38870,14,35.0,1,1
38871,14,31.0,34,0
38872,13,28.0,32,0
38873,10,50.0,12,3
38874,22,33.0,12,1
38875,1,22.0,15,2
38876,13,30.0,6,2
38877,23,24.0,4,1
38878,9,46.0,31,0
38879,14,60.0,12,3
38880,6,37.0,8,2
38881,15,36.0,21,0
38882,23,29.0,8,1
38883,20,46.0,10,1
38884,13,40.0,13,2
38885,14,43.0,3,3
38886,19,29.0,33,0
38887,13,48.0,16,3
38888,22,25.0,11,1
38889,21,23.0,9,1
38890,15,36.0,24,0
38891,16,45.0,14,3
38892,20,36.0,19,1
38893,17,35.0,26,0
38894,16,36.0,11,1
38895,11,31.0,4,2
38896,18,25.0,9,1
38897,8,53.0,36,0
38898,8,54.0,18,3
38899,19,47.0,24,0
38900,10,36.0,18,2
38901,19,36.0,8,1
38902,8,48.0,12,3
38903,15,36.0,23,0
38904,12,66.0,6,3
38905,18,32.0,26,0
38906,11,23.0,7,2
38907,18,27.0,14,1
38908,10,33.0,14,2
38909,13,29.0,9,2
38910,17,32.0,16,1
38911,11,37.0,11,2
38912,12,65.0,16,3
38913,20,40.0,20,1
38914,14,23.0,29,0
38915,9,36.0,27,0
38916,13,62.0,5,3
38917,17,36.0,21,0
38918,21,18.0,25,1
38919,19,34.0,7,1
38920,19,31.0,29,0
38921,11,39.0,16,2
38922,18,27.0,11,1
38923,7,38.0,9,2
38924,20,39.0,11,1
38925,15,36.0,19,1
38926,18,27.0,31,0
38927,15,43.0,11,3
38928,12,58.0,23,3
38929,10,37.0,6,2
38930,17,36.0,41,0
38931,22,22.0,2,1
38932,17,32.0,44,0
38933,14,30.0,7,1
38934,11,43.0,14,2
38935,15,31.0,21,0
38936,0,29.0,10,2
38937,18,30.0,14,1
38938,11,40.0,44,0
38939,16,48.0,4,3
38940,13,36.0,22,0
38941,15,50.0,5,3
38942,18,50.0,11,3
38943,18,36.0,22,0
38944,9,54.0,10,3
38945,11,42.0,6,2
38946,9,60.0,1,3
38947,7,32.0,4,2
38948,14,45.0,14,3
38949,20,36.0,23,0
38950,16,36.0,44,0
38951,16,54.0,7,3
38952,7,27.0,4,2
38953,7,30.0,10,2
38954,10,36.0,15,2
38955,18,56.0,9,3
38956,20,33.0,3,1
38957,15,36.0,4,1
38958,18,34.0,17,1
38959,7,27.0,9,2
38960,9,43.0,12,2
38961,19,34.0,7,1
38962,19,33.0,6,1
38963,23,36.0,44,0
38964,15,36.0,5,1
38965,11,36.0,26,0
38966,20,36.0,25,0
38967,8,32.0,7,2
38968,16,31.0,16,1
38969,16,21.0,8,1
38970,17,31.0,7,1
38971,22,51.0,8,3
38972,17,28.0,4,1
38973,21,36.0,4,1
38974,14,36.0,15,1
38975,22,40.0,5,1
38976,9,27.0,6,2
38977,19,27.0,12,1
38978,17,37.0,6,1
38979,8,30.0,12,2
38980,23,24.0,12,1
38981,19,34.0,11,1
38982,20,31.0,7,1
38983,18,32.0,11,1
38984,11,24.0,17,2
38985,16,36.0,28,0
38986,13,45.0,5,3
38987,8,55.0,11,3
38988,11,36.0,26,0
38989,15,36.0,44,0
38990,18,57.0,28,3
38991,18,31.0,8,1
38992,17,29.0,4,1
38993,2,26.0,10,2
38994,12,27.0,9,2
38995,14,26.0,11,1
38996,19,38.0,12,1
38997,11,50.0,4,3
38998,20,64.0,5,3
38999,10,36.0,44,0
39000,8,31.0,32,0
39001,13,33.0,11,2
39002,13,40.0,6,2
39003,17,36.0,15,1
39004,22,30.0,23,1
39005,12,22.0,2,2
39006,10,46.0,15,3
39007,17,45.0,28,0
39008,8,25.0,29,0
39009,20,36.0,30,0
39010,12,42.0,3,2
39011,15,36.0,21,0
39012,19,28.0,8,1
39013,19,34.0,11,1
39014,22,36.0,14,1
39015,10,49.0,15,3
39016,18,53.0,3,3
39017,14,45.0,44,0
39018,19,25.0,3,1
39019,20,28.0,11,1
39020,18,34.0,5,1
39021,16,51.0,15,3
39022,17,47.0,11,3
39023,17,34.0,33,0
39024,18,20.0,5,1
39025,19,37.0,16,1
39026,10,29.0,22,2
39027,17,26.0,8,1
39028,12,26.0,9,2
39029,13,48.0,7,3
39030,19,36.0,3,1
39031,7,42.0,7,2
39032,14,26.0,5,1
39033,11,39.0,35,0
39034,12,37.0,5,2
39035,14,36.0,25,0
39036,10,42.0,6,2
39037,16,24.0,21,1
39038,18,36.0,38,0
39039,16,38.0,24,0
39040,12,53.0,5,3
39041,22,36.0,27,0
39042,20,22.0,12,1
39043,17,39.0,8,1
39044,9,38.0,7,2
39045,8,47.0,6,2
39046,19,66.0,10,3
39047,18,21.0,2,1
39048,12,28.0,10,2
39049,17,27.0,7,1
39050,13,30.0,8,2
39051,11,45.0,12,3
39052,18,28.0,19,1
39053,16,43.0,10,1
39054,16,51.0,8,3
39055,6,24.0,4,2
39056,19,27.0,9,1
39057,8,27.0,4,2
39058,6,54.0,8,3
39059,14,25.0,9,1
39060,11,48.0,13,3
39061,22,36.0,15,1
39062,11,33.0,6,2
39063,18,34.0,26,0
39064,17,36.0,10,1
39065,8,51.0,24,3
39066,9,38.0,23,0
39067,19,28.0,15,1
39068,18,30.0,7,1
39069,23,31.0,25,0
39070,18,34.0,5,1
39071,13,62.0,4,3
39072,11,41.0,12,2
39073,15,58.0,7,3
39074,17,45.0,4,3
39075,17,30.0,8,1
39076,14,38.0,14,1
39077,19,36.0,11,1
39078,6,35.0,1,2
39079,17,60.0,5,3
39080,22,36.0,19,1
39081,15,43.0,2,3
39082,8,52.0,10,3
39083,8,26.0,17,2
39084,9,37.0,7,2
39085,9,26.0,4,2
39086,16,36.0,6,1
39087,19,27.0,11,1
39088,9,48.0,17,3
39089,12,36.0,24,0
39090,18,31.0,5,1
39091,18,34.0,18,1
39092,16,26.0,9,1
39093,17,29.0,22,0
39094,14,49.0,18,3
39095,15,36.0,22,0
39096,19,26.0,4,1
39097,15,46.0,19,3
39098,17,35.0,6,1
39099,8,34.0,6,2
39100,22,36.0,1,1
39101,17,55.0,11,3
39102,8,42.0,10,2
39103,12,25.0,42,0
39104,8,32.0,3,2
39105,19,39.0,5,1
39106,15,33.0,12,1
39107,17,30.0,5,1
39108,15,51.0,25,0
39109,9,36.0,44,0
39110,23,27.0,11,1
39111,20,30.0,3,1
39112,11,37.0,6,2
39113,12,36.0,22,0
39114,16,22.0,1,1
39115,19,35.0,11,1
39116,14,48.0,8,3
39117,12,63.0,17,3
39118,7,59.0,7,3
39119,22,36.0,28,0
39120,14,36.0,22,0
39121,14,72.0,12,3
39122,18,51.0,44,0
39123,18,43.0,8,1
39124,22,41.0,8,1
39125,8,31.0,3,2
39126,13,55.0,16,3
39127,9,33.0,6,2
39128,13,38.0,8,2
39129,18,30.0,5,1
39130,8,41.0,3,2
39131,14,36.0,24,0
39132,8,44.0,3,2
39133,7,39.0,17,2
39134,17,32.0,12,1
39135,16,46.0,7,3
39136,13,42.0,15,3
39137,8,50.0,8,3
39138,18,34.0,14,1
39139,13,47.0,8,3
39140,17,39.0,20,0
39141,23,35.0,27,0
39142,18,47.0,13,3
39143,19,36.0,10,1
39144,10,44.0,19,2
39145,18,38.0,5,1
39146,14,44.0,7,3
39147,7,36.0,11,2
39148,8,34.0,5,2
39149,7,30.0,25,2
39150,9,29.0,16,2
39151,7,47.0,20,2
39152,18,32.0,34,0
