,start_hour,age,trip_minutes,clusters
4285,7,42.0,3,2
4286,12,39.0,5,2
4287,13,47.0,14,3
4288,15,25.0,9,1
4289,4,41.0,22,2
4290,19,25.0,9,1
4291,20,25.0,12,1
4292,18,42.0,5,1
4293,18,36.0,15,1
4294,9,36.0,16,2
4295,18,32.0,11,1
4296,18,32.0,23,0
4297,6,33.0,10,2
4298,14,28.0,5,1
4299,22,30.0,10,1
4300,13,32.0,7,2
4301,9,56.0,15,3
4302,12,62.0,5,3
4303,12,36.0,23,0
4304,21,36.0,12,1
4305,15,56.0,14,3
4306,19,32.0,10,1
4307,19,32.0,7,1
4308,18,35.0,12,1
4309,15,47.0,8,3
4310,13,36.0,26,0
4311,12,36.0,19,2
4312,18,36.0,2,1
4313,9,44.0,7,2
4314,8,36.0,6,2
4315,16,44.0,8,3
4316,15,66.0,7,3
4317,8,29.0,7,2
4318,7,30.0,7,2
4319,14,54.0,8,3
4320,18,29.0,8,1
4321,22,24.0,22,1
4322,9,57.0,14,3
4323,11,43.0,20,0
4324,7,44.0,22,2
4325,10,42.0,9,2
4326,18,40.0,26,0
4327,12,40.0,13,2
4328,13,48.0,2,3
4329,6,46.0,8,2
4330,6,53.0,7,3
4331,10,53.0,4,3
4332,23,36.0,12,1
4333,9,36.0,11,2
4334,8,24.0,23,2
4335,12,60.0,16,3
4336,17,34.0,20,1
4337,0,28.0,5,2
4338,10,21.0,8,2
4339,22,35.0,8,1
4340,12,38.0,6,2
4341,13,60.0,11,3
4342,16,44.0,8,3
4343,11,57.0,4,3
4344,10,30.0,4,2
4345,17,27.0,17,1
4346,19,27.0,25,0
4347,20,50.0,32,0
4348,15,28.0,8,1
4349,17,54.0,7,3
4350,22,41.0,6,1
4351,14,62.0,4,3
4352,0,37.0,11,2
4353,21,30.0,11,1
4354,13,37.0,3,2
4355,8,55.0,9,3
4356,22,36.0,22,1
4357,16,35.0,26,0
4358,8,48.0,8,3
4359,18,26.0,12,1
4360,20,31.0,8,1
4361,16,45.0,22,0
4362,9,30.0,6,2
4363,9,58.0,4,3
4364,17,38.0,11,1
4365,12,35.0,11,2
4366,8,31.0,13,2
4367,16,36.0,44,0
4368,20,45.0,13,1
4369,12,42.0,8,2
4370,17,28.0,3,1
4371,19,28.0,19,1
4372,11,40.0,12,2
4373,11,55.0,5,3
4374,13,41.0,7,2
4375,15,44.0,25,0
4376,16,37.0,22,0
4377,9,24.0,3,2
4378,19,47.0,13,3
4379,21,23.0,5,1
4380,0,35.0,7,2
4381,17,28.0,12,1
4382,19,45.0,3,1
4383,19,34.0,16,1
4384,18,34.0,14,1
4385,22,59.0,28,3
4386,16,36.0,24,0
4387,9,49.0,8,3
4388,9,49.0,34,0
4389,14,38.0,8,1
4390,17,57.0,30,0
4391,14,40.0,7,1
4392,12,51.0,43,0
4393,16,48.0,7,3
4394,9,24.0,11,2
4395,9,36.0,22,2
4396,11,31.0,7,2
4397,10,30.0,4,2
4398,16,50.0,17,3
4399,17,38.0,3,1
4400,17,31.0,24,0
4401,17,29.0,25,0
4402,10,45.0,4,2
4403,19,33.0,6,1
4404,8,45.0,9,2
4405,17,40.0,7,1
4406,15,32.0,14,1
4407,18,54.0,7,3
4408,4,38.0,7,2
4409,9,39.0,19,2
4410,14,46.0,11,3
4411,18,32.0,16,1
4412,20,36.0,16,1
4413,10,36.0,18,2
4414,18,36.0,7,1
4415,16,52.0,10,3
4416,19,45.0,9,1
4417,8,42.0,8,2
4418,18,36.0,30,0
4419,12,36.0,9,2
4420,14,49.0,6,3
4421,17,41.0,5,1
4422,16,35.0,7,1
4423,13,29.0,7,2
4424,11,36.0,16,2
4425,16,22.0,5,1
4426,14,37.0,11,1
4427,18,25.0,7,1
4428,18,56.0,6,3
4429,15,36.0,33,0
4430,18,50.0,26,0
4431,18,28.0,6,1
4432,7,31.0,10,2
4433,17,66.0,10,3
4434,20,26.0,4,1
4435,11,36.0,44,0
4436,18,34.0,17,1
4437,17,36.0,5,1
4438,21,37.0,22,1
4439,11,39.0,13,2
4440,9,67.0,18,3
4441,17,38.0,30,0
4442,11,57.0,7,3
4443,8,50.0,9,3
4444,18,36.0,13,1
4445,9,34.0,28,0
4446,16,39.0,5,1
4447,12,60.0,19,3
4448,21,28.0,35,0
4449,23,27.0,9,1
4450,20,27.0,11,1
4451,19,56.0,27,3
4452,9,26.0,4,2
4453,10,53.0,8,3
4454,17,53.0,9,3
4455,11,52.0,4,3
4456,11,25.0,11,2
4457,8,26.0,10,2
4458,12,39.0,7,2
4459,13,37.0,44,0
4460,20,29.0,11,1
4461,16,36.0,8,1
4462,9,50.0,12,3
4463,11,24.0,25,0
4464,8,49.0,8,3
4465,13,50.0,12,3
4466,12,56.0,12,3
4467,16,42.0,7,1
4468,12,49.0,12,3
4469,10,27.0,30,0
4470,11,41.0,16,2
4471,14,44.0,8,3
4472,21,36.0,11,1
4473,17,39.0,10,1
4474,22,45.0,5,1
4475,7,60.0,18,3
4476,20,38.0,8,1
4477,19,50.0,3,3
4478,18,57.0,15,3
4479,18,32.0,24,0
4480,16,26.0,14,1
4481,20,27.0,27,0
4482,17,57.0,13,3
4483,15,29.0,9,1
4484,17,32.0,13,1
4485,19,33.0,19,1
4486,11,36.0,23,0
4487,13,58.0,6,3
4488,10,30.0,4,2
4489,16,36.0,35,0
4490,18,23.0,9,1
4491,16,34.0,8,1
4492,20,27.0,5,1
4493,8,48.0,13,3
4494,17,33.0,21,0
4495,16,32.0,14,1
4496,19,46.0,6,1
4497,20,38.0,15,1
4498,13,34.0,8,2
4499,14,24.0,8,1
4500,12,26.0,5,2
4501,3,29.0,4,2
4502,12,28.0,7,2
4503,8,36.0,16,2
4504,16,58.0,15,3
4505,13,53.0,15,3
4506,14,51.0,16,3
4507,19,30.0,23,0
4508,18,52.0,11,3
4509,13,28.0,27,0
4510,8,52.0,20,3
4511,16,27.0,7,1
4512,15,22.0,1,1
4513,11,52.0,13,3
4514,15,36.0,17,1
4515,22,28.0,2,1
4516,16,26.0,1,1
4517,15,36.0,20,0
4518,18,38.0,13,1
4519,15,57.0,3,3
4520,13,45.0,6,3
4521,20,46.0,5,1
4522,15,45.0,15,3
4523,13,37.0,4,2
4524,9,32.0,8,2
4525,19,27.0,7,1
4526,17,24.0,12,1
4527,12,30.0,5,2
4528,10,64.0,16,3
4529,22,48.0,9,1
4530,14,27.0,44,0
4531,18,53.0,21,3
4532,22,48.0,11,1
4533,20,32.0,7,1
4534,7,33.0,10,2
4535,13,36.0,7,2
4536,16,26.0,13,1
4537,20,34.0,17,1
4538,14,61.0,8,3
4539,13,39.0,4,2
4540,15,45.0,22,0
4541,17,42.0,34,0
4542,20,36.0,31,0
4543,14,40.0,7,1
4544,20,35.0,8,1
4545,19,36.0,7,1
4546,18,26.0,37,0
4547,13,43.0,3,3
4548,20,36.0,23,0
4549,14,32.0,24,0
4550,17,26.0,13,1
4551,8,24.0,34,0
4552,18,29.0,5,1
4553,9,63.0,21,3
4554,8,27.0,6,2
4555,9,26.0,4,2
4556,17,54.0,14,3
4557,8,56.0,35,0
4558,19,46.0,13,3
4559,15,43.0,7,3
4560,16,36.0,22,0
4561,19,21.0,10,1
4562,11,47.0,14,3
4563,3,42.0,5,2
4564,0,56.0,10,2
4565,17,62.0,6,3
4566,7,30.0,20,2
4567,12,26.0,12,2
4568,9,37.0,8,2
4569,17,36.0,8,1
4570,11,58.0,5,3
4571,16,45.0,8,3
4572,1,40.0,24,2
4573,8,41.0,21,2
4574,10,52.0,6,3
4575,18,24.0,23,0
4576,17,32.0,22,0
4577,22,36.0,17,1
4578,17,34.0,18,1
4579,12,40.0,17,2
4580,22,28.0,16,1
4581,20,36.0,31,0
4582,13,42.0,2,2
4583,15,62.0,9,3
4584,12,40.0,2,2
4585,11,38.0,5,2
4586,13,30.0,6,2
4587,12,38.0,5,2
4588,12,36.0,44,0
4589,9,33.0,9,2
4590,17,40.0,4,1
4591,21,22.0,29,0
4592,17,36.0,44,0
4593,15,33.0,5,1
4594,23,33.0,18,1
4595,12,30.0,29,0
4596,17,44.0,4,1
4597,5,52.0,6,3
4598,18,49.0,16,3
4599,23,41.0,14,1
4600,10,53.0,8,3
4601,18,30.0,19,1
4602,12,33.0,6,2
4603,16,25.0,11,1
4604,20,41.0,12,1
4605,12,52.0,4,3
4606,20,51.0,20,3
4607,16,49.0,4,3
4608,14,36.0,18,1
4609,9,32.0,15,2
4610,15,56.0,17,3
4611,14,51.0,8,3
4612,21,44.0,12,1
4613,12,48.0,12,3
4614,22,33.0,5,1
4615,17,38.0,4,1
4616,13,52.0,43,0
4617,9,51.0,10,3
4618,21,36.0,30,0
4619,2,50.0,9,2
4620,22,35.0,2,1
4621,7,32.0,5,2
4622,13,32.0,11,2
4623,12,43.0,6,2
4624,16,62.0,7,3
4625,15,35.0,6,1
4626,11,30.0,7,2
4627,11,44.0,4,2
4628,7,31.0,13,2
4629,13,56.0,2,3
4630,19,32.0,2,1
4631,9,53.0,18,3
4632,13,39.0,7,2
4633,16,38.0,20,0
4634,15,55.0,2,3
4635,16,36.0,20,0
4636,20,36.0,21,1
4637,9,43.0,2,2
4638,10,31.0,21,2
4639,7,66.0,7,3
4640,18,37.0,11,1
4641,21,36.0,13,1
4642,7,46.0,14,2
4643,16,36.0,35,0
4644,15,36.0,24,0
4645,1,36.0,28,2
4646,15,37.0,1,1
4647,11,36.0,32,0
4648,18,44.0,7,1
4649,18,31.0,16,1
4650,16,36.0,19,1
4651,15,48.0,10,3
4652,22,25.0,8,1
4653,15,61.0,7,3
4654,22,45.0,17,1
4655,12,36.0,20,0
4656,13,32.0,13,2
4657,23,32.0,25,0
4658,11,26.0,20,2
4659,19,36.0,19,1
4660,15,28.0,10,1
4661,18,52.0,13,3
4662,16,53.0,6,3
4663,18,49.0,5,3
4664,11,27.0,20,2
4665,23,22.0,41,0
4666,18,33.0,18,1
4667,14,53.0,13,3
4668,6,49.0,11,2
4669,18,36.0,11,1
4670,20,35.0,5,1
4671,22,36.0,15,1
4672,10,27.0,11,2
4673,18,49.0,14,3
4674,11,29.0,10,2
4675,17,24.0,7,1
4676,18,36.0,44,0
4677,19,25.0,9,1
4678,10,47.0,10,3
4679,19,34.0,12,1
4680,23,37.0,23,1
4681,17,36.0,18,1
4682,19,49.0,29,0
4683,0,36.0,5,2
4684,8,32.0,13,2
4685,8,53.0,12,3
4686,14,33.0,5,1
4687,18,51.0,22,3
4688,8,45.0,5,2
4689,15,36.0,13,1
4690,9,32.0,14,2
4691,13,55.0,13,3
4692,17,42.0,2,1
4693,16,30.0,4,1
4694,21,35.0,13,1
4695,16,39.0,9,1
4696,6,42.0,7,2
4697,17,25.0,21,1
4698,23,36.0,44,0
4699,14,36.0,6,1
4700,17,45.0,21,0
4701,14,36.0,17,1
4702,10,28.0,1,2
4703,10,32.0,18,2
4704,11,25.0,6,2
4705,17,24.0,8,1
4706,9,34.0,2,2
4707,15,36.0,16,1
4708,18,31.0,18,1
4709,19,33.0,4,1
4710,21,33.0,15,1
4711,15,45.0,5,3
4712,18,36.0,7,1
4713,10,44.0,5,2
4714,8,38.0,6,2
4715,20,23.0,13,1
4716,17,25.0,33,0
4717,10,34.0,5,2
4718,16,28.0,17,1
4719,7,28.0,6,2
4720,19,25.0,11,1
4721,11,35.0,12,2
4722,10,34.0,38,0
4723,14,36.0,17,1
4724,19,25.0,6,1
4725,17,37.0,16,1
4726,15,36.0,9,1
4727,19,30.0,21,1
4728,7,26.0,6,2
4729,8,27.0,1,2
4730,17,65.0,5,3
4731,17,32.0,7,1
4732,18,28.0,1,1
4733,16,40.0,5,1
4734,6,64.0,18,3
4735,21,31.0,13,1
4736,8,37.0,13,2
4737,12,36.0,28,0
4738,20,36.0,7,1
4739,11,46.0,3,3
4740,23,52.0,18,3
4741,17,47.0,27,0
4742,11,29.0,22,0
4743,8,33.0,6,2
4744,13,21.0,12,2
4745,18,43.0,6,1
4746,17,57.0,39,0
4747,7,47.0,35,0
4748,9,41.0,5,2
4749,16,55.0,8,3
4750,23,42.0,16,1
4751,8,27.0,6,2
4752,9,31.0,3,2
4753,13,42.0,4,2
4754,14,24.0,20,1
4755,19,33.0,4,1
4756,11,37.0,4,2
4757,18,37.0,5,1
4758,15,36.0,43,0
4759,23,40.0,25,0
4760,21,36.0,16,1
4761,17,49.0,21,3
4762,14,44.0,7,3
4763,17,29.0,12,1
4764,17,36.0,44,0
4765,6,29.0,11,2
4766,16,36.0,7,1
4767,12,52.0,6,3
4768,8,40.0,17,2
4769,7,28.0,4,2
4770,14,49.0,2,3
4771,8,36.0,8,2
4772,13,74.0,15,3
4773,19,36.0,13,1
4774,19,29.0,9,1
4775,9,51.0,24,3
4776,16,18.0,4,1
4777,11,48.0,5,3
4778,8,25.0,9,2
4779,20,23.0,11,1
4780,14,51.0,21,3
4781,10,60.0,2,3
4782,15,59.0,4,3
4783,8,45.0,8,2
4784,11,31.0,9,2
4785,8,41.0,5,2
4786,16,32.0,22,0
4787,7,39.0,2,2
4788,12,36.0,14,2
4789,6,28.0,6,2
4790,12,36.0,6,2
4791,19,29.0,20,1
4792,14,53.0,5,3
4793,8,53.0,1,3
4794,8,43.0,4,2
4795,17,60.0,14,3
4796,22,49.0,7,3
4797,16,29.0,4,1
4798,18,34.0,11,1
4799,17,38.0,7,1
4800,17,40.0,9,1
4801,20,44.0,9,1
4802,11,49.0,6,3
4803,1,39.0,8,2
4804,16,30.0,20,1
4805,6,32.0,36,0
4806,6,25.0,10,2
4807,17,36.0,30,0
4808,12,36.0,20,0
4809,14,36.0,10,1
4810,18,36.0,15,1
4811,7,38.0,7,2
4812,16,33.0,44,0
4813,16,41.0,4,1
4814,18,26.0,12,1
4815,9,31.0,44,0
4816,13,36.0,7,2
4817,15,36.0,16,1
4818,16,46.0,32,0
4819,17,40.0,13,1
4820,17,36.0,11,1
4821,17,27.0,9,1
4822,20,36.0,4,1
4823,18,24.0,3,1
4824,18,30.0,5,1
4825,12,29.0,18,2
4826,14,58.0,12,3
4827,19,33.0,5,1
4828,18,36.0,22,0
4829,8,32.0,15,2
4830,13,66.0,40,0
4831,12,39.0,11,2
4832,17,28.0,12,1
4833,18,36.0,19,1
4834,20,26.0,5,1
4835,18,41.0,17,1
4836,19,50.0,13,3
4837,12,35.0,8,2
4838,9,42.0,6,2
4839,22,57.0,2,3
4840,12,28.0,3,2
4841,20,36.0,13,1
4842,18,35.0,7,1
4843,21,37.0,16,1
4844,12,32.0,7,2
4845,14,43.0,4,3
4846,12,36.0,20,0
4847,19,39.0,13,1
4848,9,58.0,36,0
4849,23,40.0,1,1
4850,22,36.0,17,1
4851,16,22.0,2,1
4852,15,26.0,10,1
4853,17,36.0,14,1
4854,18,34.0,13,1
4855,8,62.0,13,3
4856,13,64.0,3,3
4857,20,42.0,10,1
4858,16,48.0,26,0
4859,12,46.0,7,3
4860,15,36.0,14,1
4861,16,47.0,18,3
4862,11,54.0,14,3
4863,8,53.0,6,3
4864,20,33.0,6,1
4865,0,40.0,8,2
4866,4,34.0,16,2
4867,14,28.0,5,1
4868,15,33.0,13,1
4869,14,28.0,1,1
4870,8,38.0,24,2
4871,15,33.0,8,1
4872,14,36.0,15,1
4873,15,24.0,17,1
4874,18,36.0,22,0
4875,17,36.0,13,1
4876,8,31.0,14,2
4877,14,33.0,19,0
4878,9,52.0,3,3
4879,17,36.0,9,1
4880,16,30.0,7,1
4881,15,26.0,5,1
4882,7,61.0,18,3
4883,12,23.0,9,2
4884,15,29.0,14,1
4885,9,37.0,20,2
4886,7,57.0,7,3
4887,18,38.0,6,1
4888,14,30.0,5,1
4889,7,58.0,7,3
4890,10,45.0,5,2
4891,18,38.0,19,1
4892,9,24.0,5,2
4893,18,31.0,3,1
4894,21,33.0,41,0
4895,19,39.0,16,1
4896,19,44.0,6,1
4897,18,34.0,6,1
4898,18,51.0,25,0
4899,7,39.0,3,2
4900,17,69.0,4,3
4901,15,23.0,2,1
4902,7,31.0,9,2
4903,10,61.0,27,3
4904,10,28.0,12,2
4905,21,25.0,13,1
4906,0,33.0,30,2
4907,12,40.0,6,2
4908,9,34.0,12,2
4909,16,48.0,17,3
4910,17,33.0,14,1
4911,15,34.0,4,1
4912,14,56.0,30,0
4913,0,33.0,11,2
4914,13,36.0,35,0
4915,22,27.0,26,0
4916,18,46.0,13,3
4917,16,37.0,23,0
4918,15,36.0,18,1
4919,16,54.0,12,3
4920,16,39.0,12,1
4921,17,41.0,9,1
4922,15,26.0,9,1
4923,0,21.0,16,2
4924,13,36.0,13,2
4925,15,31.0,27,0
4926,9,28.0,5,2
4927,14,35.0,16,1
4928,19,53.0,10,3
4929,14,42.0,9,3
4930,18,36.0,5,1
4931,8,49.0,7,3
4932,19,28.0,20,1
4933,20,55.0,18,3
4934,17,30.0,12,1
4935,15,36.0,7,1
4936,6,24.0,13,2
4937,21,44.0,9,1
4938,17,25.0,3,1
4939,15,43.0,16,3
4940,6,51.0,6,3
4941,17,26.0,19,1
4942,12,46.0,10,3
4943,10,28.0,9,2
4944,18,29.0,12,1
4945,17,21.0,4,1
4946,12,30.0,8,2
4947,19,45.0,7,1
4948,14,36.0,29,0
4949,12,46.0,3,3
4950,21,25.0,17,1
4951,10,36.0,19,2
4952,23,36.0,16,1
4953,17,36.0,13,1
4954,12,29.0,4,2
4955,18,29.0,8,1
4956,19,44.0,8,1
4957,16,36.0,15,1
4958,23,31.0,3,1
4959,12,43.0,14,3
4960,13,36.0,17,2
4961,12,38.0,16,2
4962,7,39.0,3,2
4963,16,38.0,14,1
4964,16,37.0,15,1
4965,18,28.0,7,1
4966,22,35.0,9,1
4967,19,40.0,24,0
4968,1,49.0,12,2
4969,19,36.0,12,1
4970,13,25.0,21,0
4971,4,36.0,12,2
4972,11,32.0,2,2
4973,15,27.0,14,1
4974,12,46.0,6,3
4975,11,33.0,6,2
4976,17,25.0,9,1
4977,16,33.0,3,1
4978,9,31.0,23,2
4979,15,23.0,23,0
4980,10,54.0,19,3
4981,12,36.0,38,0
4982,17,37.0,25,0
4983,23,32.0,13,1
4984,15,23.0,4,1
4985,11,35.0,7,2
4986,8,40.0,28,0
4987,13,36.0,8,2
4988,18,25.0,20,1
4989,0,47.0,6,2
4990,23,30.0,8,1
4991,17,35.0,8,1
4992,20,38.0,28,0
4993,13,36.0,23,0
4994,13,57.0,22,3
4995,15,31.0,4,1
4996,23,36.0,18,1
4997,6,31.0,14,2
4998,18,43.0,17,1
4999,22,37.0,4,1
5000,6,51.0,13,3
5001,21,23.0,10,1
5002,18,54.0,13,3
5003,18,33.0,5,1
5004,19,42.0,4,1
5005,17,27.0,7,1
5006,8,40.0,11,2
5007,13,30.0,3,2
5008,15,31.0,25,0
5009,19,34.0,12,1
5010,21,30.0,15,1
5011,19,25.0,8,1
5012,8,52.0,2,3
5013,20,26.0,32,0
5014,20,26.0,4,1
5015,20,26.0,19,1
5016,13,25.0,4,2
5017,21,32.0,3,1
5018,8,39.0,7,2
5019,16,36.0,15,1
5020,18,36.0,19,1
5021,15,74.0,19,3
5022,16,32.0,3,1
5023,17,33.0,3,1
5024,8,35.0,2,2
5025,14,18.0,24,0
5026,20,36.0,13,1
5027,20,31.0,3,1
5028,7,43.0,4,2
5029,16,31.0,13,1
5030,17,36.0,13,1
5031,12,40.0,2,2
5032,9,45.0,8,2
5033,11,49.0,5,3
5034,7,36.0,20,2
5035,19,52.0,9,3
5036,18,43.0,5,1
5037,8,48.0,6,3
5038,15,36.0,20,0
5039,18,27.0,22,1
5040,3,32.0,2,2
5041,18,28.0,7,1
5042,8,28.0,4,2
5043,9,29.0,3,2
5044,0,30.0,6,2
5045,19,29.0,23,0
5046,19,40.0,7,1
5047,18,36.0,26,0
5048,8,40.0,1,2
5049,13,41.0,12,2
5050,15,30.0,10,1
5051,19,36.0,11,1
5052,9,34.0,13,2
5053,11,26.0,7,2
5054,2,42.0,11,2
5055,21,36.0,6,1
5056,16,35.0,6,1
5057,21,30.0,23,1
5058,8,25.0,22,2
5059,12,49.0,9,3
5060,15,44.0,26,0
5061,10,25.0,9,2
5062,18,38.0,14,1
5063,14,46.0,1,3
5064,8,50.0,15,3
5065,18,29.0,24,0
5066,13,36.0,11,2
5067,14,36.0,26,0
5068,11,36.0,6,2
5069,16,30.0,29,0
5070,21,22.0,7,1
5071,12,36.0,14,2
5072,11,37.0,4,2
5073,21,43.0,12,1
5074,8,41.0,10,2
5075,18,25.0,10,1
5076,19,61.0,23,3
5077,7,41.0,2,2
5078,5,23.0,14,2
5079,17,55.0,12,3
5080,17,59.0,10,3
5081,8,29.0,7,2
5082,10,37.0,12,2
5083,14,28.0,5,1
5084,12,18.0,9,2
5085,1,28.0,4,2
5086,18,34.0,7,1
5087,13,26.0,5,2
5088,20,46.0,7,1
5089,15,33.0,8,1
5090,18,44.0,14,1
5091,13,36.0,18,2
5092,14,36.0,20,0
5093,8,31.0,3,2
5094,12,45.0,21,0
5095,9,28.0,5,2
5096,11,25.0,4,2
5097,15,33.0,17,1
5098,18,36.0,14,1
5099,23,36.0,43,0
5100,16,36.0,12,1
5101,0,31.0,5,2
5102,16,30.0,3,1
5103,16,35.0,5,1
5104,20,61.0,6,3
5105,20,25.0,8,1
5106,22,24.0,5,1
5107,5,51.0,24,3
5108,14,36.0,22,0
5109,11,36.0,44,0
5110,6,33.0,3,2
5111,17,20.0,6,1
5112,10,47.0,7,3
5113,2,27.0,9,2
5114,12,32.0,11,2
5115,6,45.0,41,0
5116,23,36.0,6,1
5117,18,28.0,21,1
5118,20,29.0,15,1
5119,13,28.0,3,2
5120,18,25.0,31,0
5121,20,36.0,7,1
5122,6,56.0,18,3
5123,15,25.0,8,1
5124,9,36.0,8,2
5125,8,38.0,44,0
5126,11,36.0,13,2
5127,17,32.0,24,0
5128,11,33.0,9,2
5129,15,34.0,9,1
5130,19,43.0,8,1
5131,9,44.0,10,2
5132,8,53.0,9,3
5133,17,27.0,9,1
5134,16,66.0,13,3
5135,21,58.0,22,3
5136,11,26.0,22,2
5137,18,39.0,4,1
5138,20,45.0,3,1
5139,12,53.0,5,3
5140,8,39.0,13,2
5141,22,35.0,3,1
5142,15,36.0,19,1
5143,14,40.0,22,0
5144,18,36.0,12,1
5145,22,32.0,4,1
5146,8,48.0,16,3
5147,15,36.0,27,0
5148,20,36.0,17,1
5149,18,36.0,19,1
5150,17,42.0,3,1
5151,15,26.0,6,1
5152,16,30.0,16,1
5153,13,64.0,8,3
5154,19,44.0,43,0
5155,9,26.0,3,2
5156,19,29.0,9,1
5157,19,48.0,29,0
5158,17,36.0,9,1
5159,21,34.0,5,1
5160,15,25.0,5,1
5161,21,36.0,10,1
5162,8,31.0,6,2
5163,15,31.0,44,0
5164,12,38.0,13,2
5165,17,63.0,5,3
5166,16,33.0,6,1
5167,16,29.0,6,1
5168,9,49.0,9,3
5169,14,36.0,33,0
5170,17,68.0,3,3
5171,9,33.0,8,2
5172,10,23.0,9,2
5173,9,38.0,4,2
5174,10,29.0,19,2
5175,17,36.0,5,1
5176,20,32.0,12,1
5177,16,23.0,5,1
5178,13,34.0,11,2
5179,17,33.0,9,1
5180,8,42.0,3,2
5181,16,27.0,11,1
5182,17,36.0,36,0
5183,17,55.0,4,3
5184,14,36.0,15,1
5185,13,49.0,5,3
5186,7,27.0,11,2
5187,10,35.0,9,2
5188,8,27.0,4,2
5189,18,26.0,14,1
5190,1,36.0,20,2
5191,21,31.0,11,1
5192,17,42.0,4,1
5193,10,44.0,8,2
5194,21,36.0,28,0
5195,12,66.0,6,3
5196,17,54.0,16,3
5197,11,24.0,1,2
5198,18,38.0,4,1
5199,13,72.0,4,3
5200,14,36.0,44,0
5201,19,22.0,13,1
5202,14,36.0,44,0
5203,14,34.0,6,1
5204,19,36.0,8,1
5205,13,36.0,14,2
5206,13,27.0,11,2
5207,10,38.0,9,2
5208,19,22.0,10,1
5209,17,29.0,33,0
5210,15,36.0,6,1
5211,18,35.0,16,1
5212,8,26.0,11,2
5213,19,42.0,14,1
5214,18,24.0,22,1
5215,16,34.0,3,1
5216,12,54.0,23,3
5217,13,32.0,8,2
5218,9,51.0,8,3
5219,17,41.0,10,1
5220,17,64.0,27,3
5221,15,21.0,5,1
5222,14,45.0,3,3
5223,17,30.0,12,1
5224,19,29.0,6,1
5225,22,44.0,12,1
5226,11,55.0,14,3
5227,9,35.0,4,2
5228,18,54.0,6,3
5229,7,24.0,10,2
5230,17,40.0,7,1
5231,13,23.0,4,2
5232,18,36.0,5,1
5233,17,36.0,25,0
5234,20,33.0,41,0
5235,15,26.0,7,1
5236,18,46.0,10,3
5237,8,37.0,5,2
5238,15,28.0,17,1
5239,0,36.0,12,2
5240,9,46.0,9,2
5241,19,29.0,6,1
5242,6,59.0,5,3
5243,10,34.0,9,2
5244,19,28.0,8,1
5245,9,53.0,7,3
5246,13,27.0,5,2
5247,16,36.0,21,0
5248,8,26.0,21,2
5249,13,36.0,2,2
5250,3,36.0,9,2
5251,13,39.0,4,2
5252,12,26.0,11,2
5253,17,39.0,8,1
5254,21,36.0,15,1
5255,18,31.0,12,1
5256,21,33.0,14,1
5257,8,34.0,4,2
5258,6,35.0,12,2
5259,10,20.0,2,2
5260,9,56.0,6,3
5261,11,36.0,21,0
5262,20,33.0,12,1
5263,4,36.0,18,2
5264,4,40.0,12,2
5265,5,41.0,3,2
5266,20,23.0,14,1
5267,15,30.0,10,1
5268,18,44.0,16,1
5269,19,38.0,29,0
5270,11,44.0,3,2
5271,19,31.0,6,1
5272,10,37.0,11,2
5273,18,59.0,6,3
5274,8,46.0,23,2
5275,19,46.0,18,3
5276,17,36.0,21,0
5277,18,31.0,35,0
5278,16,36.0,28,0
5279,14,57.0,6,3
5280,11,43.0,8,2
5281,15,36.0,9,1
5282,10,29.0,26,0
5283,17,58.0,34,0
5284,13,36.0,8,2
5285,8,46.0,7,2
5286,14,43.0,7,3
5287,14,47.0,19,3
5288,9,36.0,17,2
5289,17,38.0,21,0
5290,17,36.0,6,1
5291,16,42.0,9,1
5292,12,49.0,3,3
5293,18,28.0,35,0
5294,15,43.0,20,0
5295,14,54.0,44,0
5296,20,32.0,7,1
5297,20,36.0,17,1
5298,0,33.0,6,2
5299,9,36.0,44,0
5300,7,29.0,16,2
5301,7,33.0,16,2
5302,5,33.0,7,2
5303,14,42.0,4,3
5304,18,36.0,3,1
5305,18,29.0,11,1
5306,9,36.0,17,2
5307,17,49.0,15,3
5308,7,40.0,14,2
5309,23,36.0,7,1
5310,3,25.0,26,2
5311,17,45.0,5,3
5312,7,25.0,8,2
5313,8,37.0,3,2
5314,18,38.0,9,1
5315,9,38.0,4,2
5316,15,48.0,16,3
5317,9,26.0,10,2
5318,18,22.0,11,1
5319,17,48.0,11,3
5320,16,33.0,2,1
5321,14,45.0,20,3
5322,8,26.0,3,2
5323,12,40.0,4,2
5324,8,37.0,11,2
5325,16,46.0,17,3
5326,21,29.0,13,1
5327,22,37.0,2,1
5328,16,39.0,8,1
5329,21,21.0,29,0
5330,14,57.0,5,3
5331,8,59.0,12,3
5332,11,36.0,20,2
5333,10,41.0,5,2
5334,16,25.0,4,1
5335,15,61.0,26,3
5336,13,37.0,7,2
5337,17,26.0,6,1
5338,13,54.0,8,3
5339,9,34.0,17,2
5340,3,53.0,8,3
5341,10,34.0,14,2
5342,8,39.0,18,2
5343,7,30.0,6,2
5344,20,37.0,6,1
5345,10,36.0,21,2
5346,13,48.0,7,3
5347,16,41.0,17,1
5348,15,36.0,10,1
5349,17,36.0,16,1
5350,23,36.0,28,0
5351,20,36.0,27,0
5352,15,54.0,34,0
5353,9,38.0,6,2
5354,18,36.0,4,1
5355,13,36.0,24,0
5356,15,39.0,5,1
5357,10,24.0,18,2
5358,14,30.0,16,1
5359,20,35.0,8,1
